gene_name,LFC,logP
CRYBA2,-0.18221,0.448916135
RSRP1,-0.089141,0.448891716
CEP89,-0.2855,0.448830676
GAB3,0.098898,0.448818469
C1orf167,-0.18813,0.448769645
ABI3,-0.11267,0.448708622
SLC22A25,-0.16382,0.448659809
NRIP2,0.20044,0.448623204
NOL9,-0.046775,0.44848901
MST1L,0.052871,0.448464615
C3orf67,0.14866,0.448415831
RIPPLY3,0.010938,0.448415831
CECR1,-0.15722,0.448306085
ATOH7,0.018113,0.448208556
DMTN,-0.18903,0.448123237
MPL,-0.17682,0.448086677
OIP5,-0.25318,0.448086677
CT47A6,0.1761,0.448050119
ZNF560,-0.30294,0.448050119
EPN2,0.08508,0.447989197
CIAPIN1,0.028846,0.447989197
RPL39L,-0.21118,0.447940466
IL12B,0.052182,0.447818661
ATG14,-0.1698,0.447721242
DHRS7C,0.044768,0.447696891
LRRC18,0.23358,0.447636018
GML,-0.20115,0.447611672
FBXO44,-0.2317,0.44753864
ZNF211,-0.072603,0.447502129
ZNF730,0.10589,0.44747779
EDARADD,-0.23056,0.447453452
MIOX,0.091984,0.447416948
ACAT1,-0.23178,0.447392614
MAK,-0.12346,0.447343949
GPR83,-0.2558,0.447258799
PRPF8,0.2189,0.447185827
CD22,0.065119,0.447185827
MTRNR2L2,-0.20212,0.447185827
RTL1,0.11532,0.447125026
Control_230,0.081063,0.447125026
SULT1C3,-0.14305,0.447125026
ABHD16A,-0.1351,0.447076392
TREX2,0.17689,0.44700345
CALD1,-0.2485,0.44700345
SFPQ,-0.36638,0.44700345
KRT81,0.13875,0.446979139
ANP32D,-0.2253,0.446906214
LRCH3,-0.17524,0.446845452
BCO2,0.014536,0.446808999
VPS9D1,0.2412,0.446796849
KDM1B,-0.15876,0.446796849
SLC37A3,-0.097649,0.446711806
TUBB,0.038071,0.446687511
DNAJC4,-0.25225,0.446687511
CDKN2AIP,0.072595,0.446638926
RRS1,-0.39264,0.446517485
LHX4,0.082899,0.446505343
DSPP,-0.061478,0.446493201
CKS1B,0.031318,0.446444637
TMEM202,-0.12634,0.446444637
LOC102724279,-0.12929,0.446408218
KCNN2,-0.31054,0.446189766
VTI1B,-0.1327,0.446177633
NKIRAS1,-0.2223,0.446141236
CAPN2,0.14437,0.446129105
H3F3B,-0.29102,0.446104842
RNF5,0.095067,0.445995679
ZNF557,0.22722,0.445983551
YWHAE,-0.21858,0.445971424
ST20,0.0011352,0.445935045
SP2,0.053065,0.44585017
RC3H1,-0.21939,0.445838047
FHL3,0.098987,0.445813801
FYB,-0.0020878,0.445753192
DNAH14,0.12076,0.445668353
SERTAD3,0.17817,0.445656235
SERPINA11,-0.24609,0.445656235
IFI35,-0.080203,0.445583531
CPED1,-0.13416,0.4455593
PNCK,-0.17174,0.445547184
SIRPB1,-0.1132,0.44551084
KDELR3,-0.14987,0.445486612
ZNF716,0.1344,0.445426049
KSR2,-0.031932,0.445426049
TMEM63B,0.014413,0.445401826
EXOC3L2,0.1579,0.445304947
MRPS26,-0.17903,0.445232302
SGPL1,-0.22343,0.44520809
ANO10,0.043433,0.445195985
DCSTAMP,-0.155,0.445099152
TAC1,-0.26206,0.445062845
FBXO43,-0.11201,0.445026542
SF1,-0.22231,0.445002341
OR2AG1,-0.19371,0.444881357
TICRR,-0.37481,0.444857165
OSBPL8,-0.27785,0.444784595
TRIM51,0.040539,0.444772501
NUP93,0.24527,0.444651582
KRTAP9-1,-0.37487,0.444639491
TLL1,0.13728,0.444566958
SBSN,-0.14655,0.444566958
SIX2,-0.20219,0.444542783
ADGRE2,-0.11658,0.444494437
AKAP12,0.11558,0.444482351
MAMDC2,-0.22657,0.444470265
LYST,-0.045174,0.44439776
SLC27A2,-0.32977,0.44434943
EXOC3,-0.094471,0.444240707
FUT7,0.21272,0.444180317
C6orf10,-0.16377,0.444156163
ULK2,-0.22926,0.444095785
NCSTN,-0.25695,0.443962983
PON1,0.12128,0.443938841
TOMM20,-0.069209,0.443938841
RNF44,-0.13829,0.443938841
ZNF135,0.017198,0.443914701
HSD17B10,0.30793,0.443866424
PNMA6A,0.16259,0.443866424
NDUFS3,-0.072308,0.443854356
C22orf24,0.011038,0.443818153
EPB41L1,0.15456,0.443757822
SLC35F1,-0.090162,0.443733692
MRO,-0.24974,0.443697499
RBM48,0.14021,0.44366131
GPR137B,0.049511,0.443613061
TRIM8,-0.39229,0.443601
C6orf15,-0.28361,0.443588939
NPPC,-0.23844,0.443492464
ANGPTL4,-0.29079,0.443444235
C17orf53,0.0043477,0.443396011
BTN2A2,-0.097631,0.443323684
ZNF138,-0.0049028,0.443275474
TBC1D10B,-0.20038,0.44325137
TBC1D13,-0.032717,0.443215218
KLK1,0.074956,0.443167019
NEURL1B,-0.079205,0.44315497
TMEM184C,-0.071122,0.443142922
BOLA2,-0.29654,0.443130873
CCDC59,0.20663,0.443118826
Control_7,-0.12734,0.443046546
ITPKA,-0.20043,0.443022455
ZNF593,0.062287,0.44301041
MIB2,0.11589,0.442974278
CDCP1,0.069424,0.44288998
PNLIPRP3,-0.18421,0.442877939
UGT2A2,-0.34179,0.442817738
IRF6,-0.049774,0.442733471
NWD1,0.13312,0.442721434
DIAPH1,0.082889,0.442709398
PTPN1,-0.26724,0.442685326
CENPBD1,-0.27211,0.44267329
NFYB,-0.16863,0.442613118
SFMBT1,0.10808,0.442577018
ALDOB,-0.34667,0.442504829
IL22RA1,0.08885,0.442480768
Control_166,0.090879,0.442420622
OR2A4,-0.17255,0.442384539
GPR61,-0.039784,0.442360485
DDX55,-0.15894,0.442360485
UTP18,0.0085013,0.442336432
COMMD3,-0.2286,0.442324406
EPHA8,0.00049513,0.442312381
LRPPRC,-0.38904,0.442276306
APH1B,-0.076163,0.442132038
DNAJA4,-0.16132,0.44208396
SERPINA3,0.15015,0.442071941
SS18L1,0.04347,0.442071941
PTPN23,0.18619,0.442023869
ZSCAN20,-0.29567,0.441951771
LGALS7,0.12487,0.441939756
TBX3,-0.20682,0.441927741
OR4F5,-0.21513,0.441903712
C21orf58,-0.23338,0.441843646
NRXN3,-0.14275,0.441807611
ARL8B,-0.11416,0.441747558
HIST1H4F,-0.11097,0.441675506
WDR63,-0.24768,0.44159146
ABCB8,-0.17472,0.441483425
BCAT2,-0.18808,0.441399417
SLC18B1,0.13773,0.441207458
DCLK3,-0.019424,0.441207458
NUDCD3,-0.14415,0.441207458
PRDM10,-0.11031,0.441135495
KRTAP4-11,0.13558,0.441087527
CCDC116,-0.31431,0.441075536
LILRB5,0.058485,0.441039564
SP140,0.22153,0.441003595
TSPY2,-0.23858,0.440991606
MSANTD3-TMEFF1,-0.15991,0.440979617
WFDC5,-0.21224,0.440967629
FAM91A1,-0.049411,0.440943653
TEF,-0.31188,0.440871734
Control_247,-0.11977,0.440811811
PLK3,-0.14954,0.440763878
HBB,0.028243,0.440691989
OTP,-0.21284,0.440656049
ST6GALNAC2,-0.1478,0.440584178
TMCC3,-0.078354,0.4405722
OR5H6,-0.33432,0.440464419
GFAP,0.11287,0.440428497
CRISP2,-0.17814,0.440428497
ANKAR,-0.19024,0.440404551
SLC46A1,-0.35259,0.440332722
CKAP2,-0.19794,0.440320751
KCNQ5,-0.23174,0.440272873
FABP4,-0.07542,0.440248935
CNTF,-0.2495,0.440248935
SLC10A1,0.057222,0.440177131
DDX27,0.032375,0.440165165
MMP26,-0.21283,0.440153199
MEST,-0.14521,0.440093375
OR2T2,-0.18158,0.440093375
NRSN1,-0.26696,0.440057484
TNKS1BP1,0.020862,0.439973751
CDON,-0.22859,0.43993787
ODF3B,-0.16095,0.439913952
GRXCR1,0.094416,0.439830246
BUB1,0.21401,0.439782421
DNAAF2,-0.15361,0.439710694
CR1L,0.039958,0.439650931
IDS,0.08725,0.439567276
SLC35D2,-0.21456,0.439567276
TF,-0.11063,0.439543378
GPR119,0.012718,0.43947169
OR4S2,-0.0074565,0.43947169
OR4A5,-0.13826,0.43938807
ZNF843,-0.38766,0.43938807
PRDM7,-0.24447,0.439364181
ZNF587,0.10508,0.439304466
NFKBIL1,0.036295,0.439232818
DNAJA2,-0.26418,0.439208938
OR5AP2,-0.20573,0.439196998
IRX3,-0.19052,0.439137305
C3orf56,0.010028,0.439089557
ATP6V0A1,-0.062106,0.439089557
KRTAP15-1,-0.113,0.439017944
STIM2,-0.14017,0.43900601
PIWIL2,0.037673,0.438779321
ATP6V1C2,-0.13087,0.438779321
SCARB1,-0.26895,0.438779321
HIST1H2BO,-0.12239,0.438731612
KDM4A,0.19295,0.438564672
CLIP3,0.043702,0.438516987
KIAA0556,-0.23885,0.438516987
MMRN1,0.09294,0.438493146
HIST1H2AL,-0.23229,0.438397796
ZNF672,-0.29516,0.438350129
ODF4,0.18356,0.438314382
CEMIP,-0.26314,0.438314382
SUSD4,-0.23161,0.438242897
BET1,-0.25061,0.438230984
KIF2C,-0.17335,0.438207159
ZNF251,-0.31031,0.438028513
THRA,0.0057186,0.437957076
COMMD2,-0.14653,0.437957076
C11orf97,-0.21247,0.43794517
EBAG9,-0.27326,0.437790433
C22orf15,0.099266,0.437730933
TNFAIP6,0.052238,0.437730933
ELAC1,-0.38693,0.437695237
RGS13,-0.30995,0.437659544
ABT1,-0.39275,0.437481123
NSUN6,0.016996,0.437457339
RHOF,0.10547,0.437433557
CYLD,-0.32028,0.437409775
NEU1,-0.15003,0.437374106
SLC39A9,0.13369,0.437338439
EFCAB9,-0.082541,0.437243343
M6PR,-0.21323,0.437207687
SNRPE,-0.15108,0.437172034
IL17D,0.16179,0.437100737
FADS1,-0.25039,0.437065092
ZBED2,-0.18946,0.437053212
USP17L12,0.049539,0.436768171
HELZ,0.020845,0.436708812
BPTF,0.033957,0.43668507
SPINT3,0.12464,0.436625721
VWA8,-0.12152,0.436601984
MROH2A,-0.08571,0.436578249
SLCO4C1,-0.4077,0.436578249
FABP6,-0.19899,0.436423997
ELK4,-0.15593,0.436364684
CENPK,0.2721,0.436340962
SCNM1,-0.30082,0.43628166
TIMM17B,-0.092327,0.436246083
PRICKLE1,0.0024368,0.436198652
PAK1,-0.082566,0.436198652
SLC9B1,-0.13376,0.436080096
OAF,0.078709,0.436056388
PRR20A,-0.11578,0.436032682
OR3A1,-0.15884,0.435973423
TSEN34,-0.25581,0.435973423
ABCA7,0.21822,0.435902322
RPS6KA4,-0.25487,0.435878624
INO80D,0.067856,0.435807539
DPH3,0.17172,0.435724621
ZSCAN22,-0.036485,0.435700934
SLC12A2,-0.1772,0.435629877
RGS12,0.11202,0.435582513
MT1M,0.16153,0.435416779
RFT1,-0.23908,0.435393108
JDP2,-0.1436,0.435381273
DAXX,-0.16038,0.435286604
CD151,-0.24831,0.435215615
SMNDC1,-0.16065,0.435168296
PDK2,-0.11235,0.435156467
NUAK2,-0.13257,0.435144639
RIMBP3B,-0.23687,0.435144639
HGF,0.14311,0.43513281
IFNK,-0.21301,0.434908134
PMF1-BGLAP,-0.26318,0.434801748
CSF1R,-0.21444,0.43456543
EXTL3,0.11094,0.434529993
AASDHPPT,-0.16582,0.43450637
CCDC12,-0.33263,0.434470938
SLC35B3,-0.16015,0.43436466
VAX1,-0.22646,0.434305628
HEYL,-0.20232,0.4342348
MOB3A,0.15138,0.43419939
MLEC,0.034751,0.434187587
TIGD1,-0.24909,0.434187587
SLC9A4,-0.19539,0.434163983
CRYAB,-0.25277,0.434022384
THUMPD2,-0.091203,0.433963399
HIST1H4D,-0.19085,0.433928011
MTFP1,0.23553,0.433916216
PTH,-0.18606,0.433892626
PTGER3,0.20948,0.433821866
COG8,-0.34091,0.433774698
CGRRF1,-0.017392,0.433751116
TMEM38A,0.05287,0.433715746
ARHGAP30,-0.2479,0.433703956
PLXNB1,-0.29968,0.43366859
BRD7,0.036862,0.433597866
NXPE2,0.01169,0.433515368
TRAPPC8,-0.46695,0.433491801
HK1,0.072913,0.433468234
PIK3R5,-0.31439,0.433444669
C1orf195,0.035044,0.433432887
IQCJ,0.14729,0.433421105
MMP21,-0.16006,0.433421105
ZFYVE19,-0.12957,0.433267971
DLG4,0.14566,0.433185536
TACC1,0.13523,0.433161987
PCDHB3,-0.22015,0.433150212
RAPGEF5,0.040474,0.433103118
AURKC,-0.14798,0.433056028
Control_221,-0.59151,0.433044257
PPP1CA,-0.20817,0.433020714
EMCN,-0.30727,0.432938327
SYDE1,0.061359,0.43291479
OR10H3,0.099653,0.432855955
SLC2A3,-0.15138,0.432738308
GRM1,-0.24689,0.432738308
NECAP2,0.21236,0.432644213
AANAT,0.15044,0.432620692
IGFBP1,-0.12227,0.432620692
CEP19,-0.24398,0.432550138
LOC650293,-0.1998,0.432514866
C12orf71,0.062167,0.432420819
EDDM3B,-0.097478,0.432397311
GIMAP8,0.11242,0.432315042
DNM3,-0.23104,0.432291539
GTF2H3,-0.2918,0.432268037
SRGN,0.19262,0.432232788
SIRT6,-0.15874,0.432197541
CYLC2,-0.16622,0.432068327
LDOC1L,0.089555,0.432044837
HS3ST2,-0.22354,0.431997862
HACE1,0.043584,0.431974377
THAP5,-0.037029,0.431962635
SLC22A31,0.083912,0.431892188
CEACAM20,-0.17738,0.431892188
MEMO1,-0.27207,0.431868708
FMO3,0.082383,0.431845229
DPY19L1,-0.22315,0.431845229
PFKFB3,0.016833,0.431751328
ARHGAP42,-0.22124,0.431739591
DMBT1,0.17765,0.431598781
TPSG1,0.035916,0.431551854
ARHGDIG,-0.18762,0.431540124
OR2AP1,-0.22268,0.431504933
SERPINC1,0.077719,0.431469745
HPDL,-0.19027,0.431469745
KCTD3,0.034992,0.43143456
TAOK3,-0.22575,0.431422832
THBS4,-0.32086,0.431399378
LIMK1,0.16457,0.431364198
IGSF3,0.050003,0.431282124
SIPA1,0.012322,0.431270401
EIF2B3,-0.075316,0.431270401
KRTCAP3,-0.22024,0.431246955
PEX19,-0.17072,0.431035996
C3orf18,0.085823,0.431024279
GOSR1,-0.21522,0.431012562
RAD52,-0.1118,0.430965699
HLA-DQA1,-0.15762,0.430754876
NSL1,0.20903,0.430743167
SLC9A3R2,-0.24294,0.430684625
RNF166,0.17938,0.430649503
Control_232,-0.11985,0.430649503
PRKRA,0.024507,0.43062609
EPHA1,0.068334,0.430473938
CHGB,-0.27635,0.430380333
TGDS,-0.29991,0.430239962
GFM1,-0.20444,0.430228267
ROCK1,0.021829,0.430204877
ZFP30,-0.28351,0.430158101
DMGDH,-0.25185,0.430041182
UBOX5,0.012854,0.429877549
SLC25A16,-0.18162,0.429877549
CERKL,-0.11102,0.429795755
FZD1,0.089037,0.429760705
NAA16,-0.2157,0.429760705
TRAPPC5,-0.41155,0.429713977
XRRA1,-0.19031,0.429690615
PGBD5,-0.16293,0.429667253
TRAPPC6A,0.18159,0.429632214
URAD,-0.13651,0.4295855
DHRS7,-0.31686,0.429562144
MNAT1,-0.23348,0.429550467
PCSK9,0.007614,0.429492085
PPP1R1B,-0.11997,0.429433712
ZDHHC11,-0.017175,0.429387018
RPS19BP1,0.18758,0.429375346
STK32B,0.13355,0.429328659
DCP1A,-0.06635,0.429293647
C7orf25,-0.048781,0.42917696
ZNF502,-0.080505,0.429060306
TNMD,0.15881,0.428838748
LIPA,-0.32516,0.428780462
BCL6B,0.10195,0.428757149
PIF1,-0.27487,0.428757149
CARD9,0.31758,0.428628955
FAM189B,-0.15801,0.428605651
CDK2AP2,-0.12322,0.428593999
C16orf93,0.021058,0.428570697
HSPB2,0.1182,0.428512447
COX7A1,-0.16541,0.428407617
CYP11A1,-0.26336,0.428384324
CCNDBP1,-0.037442,0.428337744
CST4,-0.099833,0.428279525
VSTM2A,-0.13953,0.42825624
ANKRD20A2,0.13571,0.428174751
SEC14L1,-0.14315,0.428174751
G6PD,0.1964,0.428163111
KRTAP4-12,0.18019,0.428128193
TMEM132E,-0.11452,0.428116554
TMEM261,-0.28903,0.428023455
MEIS1,0.074833,0.428000184
PFN2,0.017802,0.42794201
GIGYF1,0.19447,0.427848949
PIN4,0.13169,0.427825686
CDH8,-0.39022,0.427802425
C1D,-0.17393,0.427779166
SPANXN1,-0.13418,0.427721022
PUF60,-0.19417,0.427721022
DEFA4,-0.17382,0.427639633
CENPC,0.085684,0.427593132
EEF1E1,-0.21855,0.427569884
TMEM110-MUSTN1,-0.32876,0.42755826
SLC29A3,0.077628,0.427442039
ZNF316,0.13783,0.42725615
USP42,-0.25047,0.42725615
MYOF,-0.19169,0.427198076
BICD2,0.15714,0.426965858
KIAA0226,0.051409,0.426931036
ST8SIA1,0.06088,0.426919429
MRPL4,-0.41854,0.426919429
TMEM139,-0.1945,0.426849796
TCTE1,-0.096579,0.426826587
EVI2A,-0.11324,0.426803379
GNAI1,-0.19567,0.426803379
AP3S1,-0.17872,0.426756968
HMBS,0.19228,0.426722163
NRBF2,-0.011654,0.42665256
RAB27A,-0.22655,0.426524985
PBXIP1,-0.031622,0.426501794
TBC1D3K,0.28325,0.426490199
PRSS1,-0.22787,0.426467009
C1QTNF9B,-0.12974,0.426432227
FAM57B,-0.055629,0.426374263
NPIPB9,-0.29836,0.426339488
SLC5A12,-0.10495,0.426281537
HDDC2,0.22306,0.42624677
SLC25A33,0.11651,0.426107729
HACD4,-0.23409,0.426026642
UNC93B1,-0.15369,0.42592241
FBXO7,0.14051,0.425899251
FAM102A,-0.073118,0.425876093
MBD3L4,-0.24063,0.425864514
VDAC2,0.065361,0.425841358
KIAA1598,-0.257,0.425841358
TAC4,0.24554,0.425748745
KRTAP1-1,-0.14501,0.425748745
HEATR3,-0.19282,0.425748745
POU5F2,0.095458,0.425725595
BPI,-0.23095,0.425714021
AIM1L,-0.14282,0.425702447
FAM63A,-0.084098,0.425598292
CAPN12,-0.10354,0.425459459
SPATA25,-0.25001,0.425424757
ARMC6,0.024634,0.425355363
CPTP,-0.10771,0.425343798
BPIFB3,-0.23463,0.425343798
BSX,-0.1673,0.425309106
CTDSP2,-0.18184,0.425285979
ADAMTS1,0.019759,0.425193485
KLK8,0.11156,0.425101011
CIPC,-0.20323,0.424916121
ERI3,-0.13885,0.424858359
RAB40B,-0.16236,0.424846808
AARSD1,0.15916,0.424800605
CELA3A,0.044086,0.424789055
TP53TG3,-0.2135,0.424789055
FLI1,-0.18507,0.424765956
C5,-0.19822,0.424662026
NUP54,-0.17313,0.424627388
FAM160B2,-0.23865,0.424558121
EFNA5,0.17701,0.424535034
DAW1,0.13477,0.424500407
TMEM95,-0.22123,0.424500407
CRYGB,0.04298,0.424454241
COX4I2,-0.24661,0.424292699
C5orf47,-0.14622,0.424269626
DIMT1,0.13227,0.424188882
SSTR4,-0.083173,0.424154282
NUTM2B,-0.44632,0.424131216
XPC,-0.11602,0.424119684
NPTXR,0.0084975,0.424038968
NOS1AP,-0.21804,0.423958267
FAM111B,-0.25215,0.423923685
CADM3,0.062628,0.423900632
NBR1,0.16168,0.42387758
ADIPOR1,0.052645,0.423796909
MATR3,-0.21159,0.42369321
MEFV,-0.20849,0.42364713
EPG5,-0.22848,0.423578019
GINM1,-0.14093,0.423474373
ASXL1,-0.1774,0.423416802
OR52K1,0.066788,0.423405289
FAM195B,-0.11125,0.42335924
ERV3-1,-0.068642,0.423324706
GC,-0.21825,0.423278664
MSMB,-0.19448,0.423255646
FZD6,0.086594,0.423198104
PDE7B,-0.21571,0.423186597
BPIFB1,-0.081078,0.42317509
CSTB,-0.22156,0.423152076
ACTN2,-0.27345,0.42307154
ERF,0.01634,0.422979516
GIF,0.023773,0.422899011
C2orf69,-0.10785,0.422876013
TNS3,0.063311,0.422853015
PRR20B,-0.17487,0.422841517
KRT14,0.067482,0.422807024
KCNK9,-0.15078,0.422657586
RPL29,0.045072,0.422646093
CPOX,-0.19076,0.422623108
UBE3B,-0.13334,0.422600124
INAFM1,-0.14288,0.42256565
MRPS2,-0.3285,0.4225082
ARHGEF9,-0.039021,0.422427783
OR13F1,0.053423,0.42234738
RHD,-0.12082,0.422312926
OR9Q1,0.017195,0.422163659
GNAT3,-0.088874,0.42212922
LEFTY2,0.12771,0.422083305
RHOA,-0.19555,0.422048872
SLC26A2,0.061349,0.42194559
C10orf76,-0.17422,0.421727632
KRT40,0.018143,0.421693227
SOX9,0.12924,0.421635892
GAS1,0.058824,0.42161296
FAM186B,-0.17598,0.42161296
PCP4L1,-0.032912,0.421532708
IL12RB1,-0.10857,0.421452471
KIF7,-0.18981,0.421418089
PRM2,0.021847,0.421406628
ATP5S,-0.047724,0.421383709
YIPF7,-0.13331,0.421326415
SEMA4B,0.13467,0.421303499
FBXO47,-0.020777,0.421211849
PLB1,-0.13262,0.421211849
POU4F2,-0.21629,0.42118894
SVIP,0.048065,0.421143124
LY6G6C,0.026914,0.421005708
SCGN,-0.052106,0.42091412
PCDH9,-0.19451,0.42091412
ATP13A2,0.038544,0.420868334
RFX3,0.0029505,0.420868334
LVRN,0.0076895,0.420765333
GPSM1,0.097677,0.420731004
MIER1,-0.024787,0.420696679
ITIH1,-0.085562,0.420673796
CRADD,0.15438,0.420628035
PDLIM4,0.068128,0.420605157
RPS6KA5,-0.14193,0.420456475
SDHAF3,-0.48246,0.420376436
SH2D4A,-0.15465,0.420319275
ATP8B2,-0.062616,0.420284982
SLC23A3,-0.18877,0.420273551
ILKAP,0.0093488,0.420262121
NRAP,-0.0074017,0.420250691
USP17L5,-0.098716,0.420250691
CD79A,0.057226,0.420204975
SIL1,-0.21759,0.420136409
SGSM3,0.053655,0.42010213
PLEKHJ1,-0.01177,0.42010213
TRAP1,0.023041,0.419987887
GEMIN4,0.17835,0.419965042
EMX1,0.094094,0.419919356
LZTFL1,-0.12452,0.419907935
CTNNA2,-0.18534,0.419907935
SLC9C1,-0.058996,0.419873675
COL11A2,-0.15862,0.419759492
ULBP2,0.01535,0.419748075
CCDC103,-0.16175,0.419725243
STAB1,-0.17256,0.419690996
INIP,-0.14562,0.419633925
OLFM3,-0.14673,0.419622512
ASGR2,-0.283,0.419576862
RABL3,0.01781,0.419531216
UPRT,-0.16696,0.419519805
BPIFA2,0.041573,0.419496985
CYP4B1,-0.16412,0.419485575
SLC6A2,0.18974,0.419451348
LUM,-0.020651,0.419360088
HNRNPCL2,-0.173,0.419337276
SMCHD1,0.038953,0.419291656
CHN1,-0.18772,0.419280251
KCNA5,0.13953,0.41924604
ZNF611,-0.19412,0.419211832
FAM196B,0.0037364,0.419132022
GLO1,0.10365,0.419109222
OR2V1,0.14648,0.418961051
PCP2,0.098388,0.418892682
SP1,0.056876,0.418858501
PATZ1,0.016716,0.418858501
TUBB8,-0.26515,0.418721805
RNF135,-0.13068,0.418619311
EIF4ENIF1,-0.22539,0.418573766
ATG7,0.12327,0.418550996
SPTA1,0.087847,0.418539611
SERP2,-0.17711,0.418505458
Control_28,-0.090434,0.418494074
KIAA1671,0.16399,0.418425778
MST1,0.12105,0.418414396
GNGT1,0.079183,0.418391634
CPNE2,0.030894,0.418368873
ZNF319,-0.056592,0.418346113
GOLGA4,-0.21127,0.418243708
C9orf116,-0.46365,0.418243708
RTP1,-0.14032,0.418220954
COMT,-0.33783,0.418152701
KDSR,-0.43303,0.418095832
CPLX2,-0.056562,0.417993486
KREMEN2,0.050569,0.417959376
EIF3G,-0.2894,0.4179139
TSPAN18,0.039493,0.417879796
CYP4A11,0.057583,0.417857062
ZFYVE28,-0.1696,0.417800231
UNC119B,0.18432,0.417777501
LIAS,-0.15904,0.417777501
THADA,-0.0076876,0.417766136
FXN,0.10731,0.417607062
PALM2-AKAP2,-0.17748,0.417584342
WAPAL,-0.099552,0.417572982
CIRBP,-0.10343,0.417357207
LATS1,-0.093597,0.417266386
MTSS1L,-0.081732,0.417175584
ANKRD53,-0.27992,0.417050762
PRPF39,0.14968,0.417016726
NOXA1,-0.26514,0.417005381
LDHB,0.098666,0.416925976
PPP1R18,0.20972,0.416914634
KDM7A,-0.14812,0.416869267
PRF1,0.17324,0.416812565
SDCBP,-0.22554,0.416744533
LYVE1,-0.083123,0.416733196
PARP3,-0.099513,0.416676512
KRTAP5-7,-0.078152,0.416438521
P2RX6,0.027249,0.416347891
LANCL1,0.17699,0.416325237
TRIM34,-0.16484,0.416291258
PARVG,-0.15628,0.416257281
LACRT,-0.060972,0.416234632
SUPT5H,0.32264,0.41620066
FAM118A,-0.18387,0.416178013
AJUBA,-0.14601,0.416098759
SLC13A1,0.12471,0.416064797
TCEB3B,-0.17827,0.415974246
FAM45A,-0.040007,0.415940295
TULP3,-0.014805,0.415928978
WIBG,-0.20264,0.415928978
CCL17,0.17843,0.41589503
WDSUB1,0.022216,0.415815827
HSD11B2,-0.020157,0.415793201
CD163L1,-0.11306,0.415781888
GSTM2,-0.1295,0.415634848
GALNT13,-0.12467,0.415567
GLMP,-0.2048,0.41553308
IFT57,0.024355,0.415453943
CPM,-0.19822,0.415431336
ZNF32,0.028818,0.415408729
MRGPRX4,-0.10182,0.415397426
CCDC140,-0.20605,0.415295714
HIST1H1C,-0.311,0.415295714
STX2,-0.1685,0.415239218
COL11A1,-0.13151,0.415148838
RRP1B,-0.18066,0.415024598
STARD10,0.088005,0.415013305
TTPAL,-0.17051,0.414945554
IFITM3,-0.2856,0.414945554
USP9Y,-0.12062,0.414922973
CDK9,0.079632,0.414889103
FBXO41,0.080149,0.414866525
HOXB7,-0.17376,0.414821371
PREB,-0.35118,0.41478751
PAPOLB,-0.090257,0.414764937
PNOC,-0.060995,0.414731079
AKAP3,0.11756,0.414708509
TGM3,-0.077419,0.414674656
ABRACL,0.13382,0.414663372
Control_149,0.09871,0.414573113
STARD6,0.042301,0.414505431
AKR1C1,-0.1221,0.414449037
TMEM109,-0.15421,0.414449037
KRTAP13-2,-0.10596,0.41439265
TRIM15,-0.10856,0.41439265
EHHADH,-0.15818,0.414370098
BLOC1S4,-0.1082,0.414358822
ZNF497,-0.027784,0.414347546
ARHGEF1,-0.28153,0.414313722
RUNDC3A,-0.10934,0.414279899
C16orf86,0.14365,0.41424608
FTSJ1,0.13421,0.414223535
ISOC2,-0.23507,0.414212263
SAP25,-0.28492,0.41418972
TRIM2,0.011448,0.414178448
NPAS4,0.13352,0.414133367
ZACN,-0.12684,0.41399815
ZNF696,0.12991,0.413986884
DUT,-0.16146,0.413953087
TMEM255A,-0.21455,0.413896765
ADCY9,0.10423,0.413874238
NUF2,-0.3797,0.41384045
PPM1H,-0.39101,0.413829188
Control_178,0.012992,0.413772882
GFI1,-0.12568,0.413716583
DENND6B,-0.13151,0.413694065
ERP27,0.11631,0.413637777
TBPL2,0.17681,0.41362652
FCHSD2,-0.16361,0.413592751
ITPKB,0.023677,0.413581495
MAP4,-0.17291,0.413513968
NFE2L1,-0.20105,0.413468955
OR2K2,-0.061253,0.413435198
ASB16,0.073125,0.413333944
KCTD9,-0.14507,0.413221468
MBD3L3,0.1414,0.413210222
CDC42EP4,-0.070044,0.413153996
KIAA0754,0.00012201,0.413097777
HOXA3,0.18465,0.413041566
FCGR2B,0.075301,0.412872976
CD1D,0.012485,0.412872976
RNASE11,-0.13147,0.412839265
S100PBP,-0.076596,0.412771853
INCA1,0.076801,0.412693218
PROM2,0.19093,0.41264829
GNPDA1,-0.22624,0.41264829
HES7,-0.2792,0.412614597
TMEM42,-0.30821,0.412614597
BECN1,-0.28338,0.412592137
PDCL3,0.10728,0.412580907
FMN2,-0.24513,0.412580907
DUOX1,-0.1281,0.412569678
AMOTL1,0.072929,0.41254722
OR51A2,0.050653,0.412502307
KRTAP5-8,-0.13513,0.412468625
PTCHD1,0.17008,0.412457399
RGN,-0.1066,0.412378821
FANCM,-0.26992,0.412367597
FABP3,-0.067837,0.412356373
JMJD1C,-0.26768,0.41225537
MMP11,0.12829,0.412120736
SS18,0.040392,0.412075868
IRX6,-0.19837,0.412075868
MGAT2,-0.041196,0.412031004
CACNA2D4,-0.090607,0.412019789
KRT16,0.10584,0.412008574
ARL16,0.24277,0.411885228
